nutrition,value,measure,food_product
Caffeine,0.0,MG,flat bread
Theobromine,0.0,MG,flat bread
"Sugars, Total",0.0,G,flat bread
"Calcium, Ca",3.0,MG,flat bread
"Potassium, K",240,MG,flat bread
"Zinc, Zn",3.0,MG,flat bread
"Carotene, beta",0.0,UG,flat bread
"Carotene, alpha",0.0,UG,flat bread
"Cryptoxanthin, beta",0.0,UG,flat bread
Lycopene,0.0,UG,flat bread
"Vitamin C, total ascorbic acid",0.0,MG,flat bread
"Fiber, total dietary",0.0,G,flat bread
"Iron, Fe",5.0,MG,flat bread
"Magnesium, Mg",31.0,MG,flat bread
"Sodium, Na",150,MG,flat bread
Protein,22.2,G,flat bread
Ash,0.93,G,flat bread
"Alcohol, ethyl",0.0,G,flat bread
Cholesterol,71.0,MG,flat bread
Folic acid,0.0,UG,fontina
"Carotene, beta",32.0,UG,fontina
"Carotene, alpha",0.0,UG,fontina
Vitamin K (phylloquinone),2.6,UG,fontina
"Cryptoxanthin, beta",0.0,UG,fontina
Lycopene,0.0,UG,fontina
Caffeine,0.0,MG,fontina
Theobromine,0.0,MG,fontina
"Sugars, Total",1.55,G,fontina
Lutein + zeaxanthin,0.0,UG,fontina
Vitamin E (alpha-tocopherol),0.27,MG,fontina
PUFA 22:6 n-3 (DHA),0.0,G,fontina
PUFA 20:5 n-3 (EPA),0.0,G,fontina
PUFA 22:5 n-3 (DPA),0.0,G,fontina
PUFA 18:4,0.0,G,fontina
MUFA 20:1,0.0,G,fontina
MUFA 22:1,0.0,G,fontina
Energy,389,KCAL,fontina
"Vitamin A, IU",913,IU,fontina
Retinol,258,UG,fontina
"Vitamin A, RAE",261,UG,fontina
Vitamin D3 (cholecalciferol),0.6,UG,fontina
Vitamin D (D2 + D3),0.6,UG,fontina
"Folate, food",6.0,UG,fontina
"Choline, total",15.4,MG,fontina
"Vitamin D (D2 + D3), International Units",23.0,IU,fontina
"Folate, DFE",6.0,UG,fontina
"Alcohol, ethyl",0.0,G,fontina
"Vitamin E, added",0.0,MG,fontina
"Vitamin B-12, added",0.0,UG,fontina
"Fiber, total dietary",0.0,G,fontina
"Iron, Fe",0.23,MG,fontina
"Magnesium, Mg",14.0,MG,fontina
"Phosphorus, P",346,MG,fontina
"Sodium, Na",800,MG,fontina
"Copper, Cu",0.025,MG,fontina
"Manganese, Mn",0.014,MG,fontina
Cholesterol,116,MG,fontina
"Fatty acids, total saturated",19.2,G,fontina
SFA 8:0,0.314,G,fontina
SFA 12:0,0.804,G,fontina
SFA 14:0,2.96,G,fontina
"Vitamin C, total ascorbic acid",0.0,MG,fontina
Thiamin,0.021,MG,fontina
Riboflavin,0.204,MG,fontina
"Folate, total",6.0,UG,fontina
Vitamin B-12,1.68,UG,fontina
MUFA 16:1,0.89,G,fontina
Tryptophan,0.361,G,fontina
Threonine,0.935,G,fontina
Methionine,0.706,G,fontina
Phenylalanine,1.5,G,fontina
Tyrosine,1.52,G,fontina
Alanine,0.823,G,fontina
Glutamic acid,5.14,G,fontina
Glycine,0.457,G,fontina
Proline,3.32,G,fontina
Protein,25.6,G,fontina
Ash,3.79,G,fontina
SFA 4:0,0.715,G,fontina
SFA 6:0,0.489,G,fontina
SFA 10:0,0.651,G,fontina
SFA 16:0,8.46,G,fontina
SFA 18:0,2.66,G,fontina
MUFA 18:1,7.1,G,fontina
PUFA 18:2,0.864,G,fontina
PUFA 18:3,0.79,G,fontina
PUFA 20:4,0.0,G,fontina
Isoleucine,1.38,G,fontina
Leucine,2.66,G,fontina
Lysine,2.33,G,fontina
Cystine,0.261,G,fontina
Valine,1.93,G,fontina
Arginine,0.835,G,fontina
Histidine,0.959,G,fontina
Aspartic acid,1.41,G,fontina
Serine,1.48,G,fontina
Niacin,0.15,MG,fontina
Pantothenic acid,0.429,MG,fontina
Vitamin B-6,0.083,MG,fontina
Water,37.9,G,fontina
"Calcium, Ca",550,MG,fontina
"Potassium, K",64.0,MG,fontina
"Zinc, Zn",3.5,MG,fontina
"Fatty acids, total monounsaturated",8.69,G,fontina
"Fatty acids, total polyunsaturated",1.65,G,fontina
Total lipid (fat),31.1,G,fontina
"Carbohydrate, by difference",1.55,G,fontina
"Selenium, Se",14.5,UG,fontina
SFA 4:0,0.0,G,fortified wine
SFA 6:0,0.0,G,fortified wine
SFA 10:0,0.0,G,fortified wine
SFA 16:0,0.497,G,fortified wine
SFA 18:0,0.087,G,fortified wine
MUFA 18:1,1.22,G,fortified wine
PUFA 18:2,1.61,G,fortified wine
PUFA 18:3,0.257,G,fortified wine
PUFA 20:4,0.002,G,fortified wine
PUFA 18:4,0.0,G,fortified wine
MUFA 20:1,0.026,G,fortified wine
MUFA 22:1,0.009,G,fortified wine
"Fatty acids, total monounsaturated",1.28,G,fortified wine
"Fatty acids, total polyunsaturated",1.87,G,fortified wine
Total lipid (fat),4.8,G,fortified wine
Water,1.7,G,fortified wine
"Calcium, Ca",600,MG,fortified wine
"Zinc, Zn",2.6,MG,fortified wine
"Selenium, Se",64.7,UG,fortified wine
Pantothenic acid,0.953,MG,fortified wine
Ash,3.7,G,fortified wine
"Alcohol, ethyl",0.0,G,fortified wine
"Iron, Fe",45.0,MG,fortified wine
"Magnesium, Mg",140,MG,fortified wine
"Copper, Cu",0.62,MG,fortified wine
"Manganese, Mn",2.52,MG,fortified wine
"Vitamin C, total ascorbic acid",58.3,MG,fortified wine
Cholesterol,0.0,MG,fortified wine
"Fatty acids, total saturated",0.639,G,fortified wine
SFA 8:0,0.016,G,fortified wine
SFA 12:0,0.0,G,fortified wine
SFA 14:0,0.005,G,fortified wine
PUFA 22:6 n-3 (DHA),0.0,G,fortified wine
MUFA 16:1,0.021,G,fortified wine
PUFA 20:5 n-3 (EPA),0.0,G,fortified wine
PUFA 22:5 n-3 (DPA),0.0,G,fortified wine
Vitamin D (D2 + D3),0.0,UG,fortified wine
"Vitamin D (D2 + D3), International Units",0.0,IU,fortified wine
Lutein + zeaxanthin,203,UG,fortified wine
Caffeine,0.0,MG,fortified wine
Theobromine,0.0,MG,fortified wine
Vitamin K (phylloquinone),8.3,UG,fortified wine
Lycopene,0.0,UG,fortified wine
"Carotene, alpha",0.0,UG,fortified wine
Retinol,0.0,UG,fortified wine
"Choline, total",42.1,MG,fortified wine
Energy,1680.0,kJ,fortified wine
"Vitamin A, RAE",0.0,UG,fortified wine
"Carotene, beta",0.0,UG,fortified wine
"Vitamin A, IU",0.0,IU,fortified wine
"Phosphorus, P",200,MG,fortified wine
"Sodium, Na",66.0,MG,fortified wine
"Fiber, total dietary",6.7,G,fortified wine
"Cryptoxanthin, beta",0.0,UG,fortified wine
Thiamin,0.33,MG,fortified wine
Riboflavin,1.0,MG,fortified wine
"Folate, total",166,UG,fortified wine
Vitamin B-12,3.33,UG,fortified wine
Protein,6.6,G,fortified wine
"Folate, food",24.0,UG,fortified wine
"Vitamin B-12, added",3.33,UG,fortified wine
"Carbohydrate, by difference",83.2,G,fortified wine
Folic acid,142,UG,fortified wine
"Folate, DFE",265,UG,fortified wine
"Vitamin E, added",50.0,MG,fortified wine
Niacin,13.3,MG,fortified wine
Vitamin B-6,0.66,MG,fortified wine
"Sugars, Total",26.7,G,fortified wine
Vitamin E (alpha-tocopherol),50.0,MG,fortified wine
"Potassium, K",500,MG,fortified wine
Protein,12.0,G,frangelico
Total lipid (fat),20.6,G,frangelico
"Carbohydrate, by difference",3.8,G,frangelico
Energy,245,KCAL,frangelico
"Sugars, Total",2.72,G,frangelico
"Fiber, total dietary",0.0,G,frangelico
"Calcium, Ca",11.0,MG,frangelico
"Iron, Fe",0.39,MG,frangelico
"Sodium, Na",293,MG,frangelico
"Vitamin A, IU",163,IU,frangelico
"Vitamin C, total ascorbic acid",0.7,MG,frangelico
Cholesterol,41.0,MG,frangelico
"Fatty acids, total trans",0.0,G,frangelico
"Fatty acids, total saturated",3.26,G,frangelico
Protein,1.34,G,frittata
Total lipid (fat),2.15,G,frittata
"Carbohydrate, by difference",29.6,G,frittata
Energy,134,KCAL,frittata
"Alcohol, ethyl",0.0,G,frittata
Water,66.3,G,frittata
Caffeine,0.0,MG,frittata
Theobromine,0.0,MG,frittata
"Sugars, total including NLEA",24.2,G,frittata
"Fiber, total dietary",1.8,G,frittata
"Calcium, Ca",39.0,MG,frittata
"Iron, Fe",0.12,MG,frittata
"Magnesium, Mg",8.0,MG,frittata
"Phosphorus, P",37.0,MG,frittata
"Potassium, K",134,MG,frittata
"Sodium, Na",62.0,MG,frittata
"Zinc, Zn",0.14,MG,frittata
"Copper, Cu",0.025,MG,frittata
"Selenium, Se",0.4,UG,frittata
Retinol,3.0,UG,frittata
"Vitamin A, RAE",5.0,UG,frittata
"Carotene, beta",21.0,UG,frittata
"Carotene, alpha",0.0,UG,frittata
Vitamin E (alpha-tocopherol),0.25,MG,frittata
Vitamin D (D2 + D3),0.0,UG,frittata
"Cryptoxanthin, beta",8.0,UG,frittata
Lycopene,0.0,UG,frittata
Lutein + zeaxanthin,22.0,UG,frittata
"Vitamin C, total ascorbic acid",3.6,MG,frittata
Thiamin,0.038,MG,frittata
Riboflavin,0.084,MG,frittata
Niacin,0.105,MG,frittata
Vitamin B-6,0.045,MG,frittata
"Folate, total",3.0,UG,frittata
Vitamin B-12,0.08,UG,frittata
"Choline, total",4.6,MG,frittata
Vitamin K (phylloquinone),2.1,UG,frittata
Folic acid,0.0,UG,frittata
"Folate, food",3.0,UG,frittata
"Folate, DFE",3.0,UG,frittata
"Vitamin E, added",0.0,MG,frittata
"Vitamin B-12, added",0.0,UG,frittata
Cholesterol,2.0,MG,frittata
"Fatty acids, total saturated",0.64,G,frittata
SFA 4:0,0.012,G,frittata
SFA 6:0,0.003,G,frittata
SFA 8:0,0.003,G,frittata
SFA 10:0,0.006,G,frittata
SFA 12:0,0.004,G,frittata
SFA 14:0,0.048,G,frittata
SFA 16:0,0.488,G,frittata
SFA 18:0,0.076,G,frittata
MUFA 18:1,0.367,G,frittata
PUFA 18:2,0.894,G,frittata
PUFA 18:3,0.013,G,frittata
PUFA 20:4,0.002,G,frittata
PUFA 22:6 n-3 (DHA),0.0,G,frittata
MUFA 16:1,0.024,G,frittata
PUFA 18:4,0.0,G,frittata
MUFA 20:1,0.0,G,frittata
PUFA 20:5 n-3 (EPA),0.0,G,frittata
MUFA 22:1,0.0,G,frittata
PUFA 22:5 n-3 (DPA),0.0,G,frittata
"Fatty acids, total monounsaturated",0.391,G,frittata
"Fatty acids, total polyunsaturated",0.908,G,frittata
Protein,6.3,G,fritter
Total lipid (fat),25.6,G,fritter
"Carbohydrate, by difference",37.3,G,fritter
Energy,403,KCAL,fritter
"Alcohol, ethyl",0.0,G,fritter
Water,29.4,G,fritter
Caffeine,0.0,MG,fritter
Theobromine,0.0,MG,fritter
"Sugars, total including NLEA",12.4,G,fritter
"Fiber, total dietary",1.2,G,fritter
"Calcium, Ca",61.0,MG,fritter
"Iron, Fe",2.02,MG,fritter
"Magnesium, Mg",16.0,MG,fritter
"Phosphorus, P",99.0,MG,fritter
"Potassium, K",143,MG,fritter
"Sodium, Na",321,MG,fritter
"Zinc, Zn",0.56,MG,fritter
"Copper, Cu",0.058,MG,fritter
"Selenium, Se",9.5,UG,fritter
Retinol,72.0,UG,fritter
"Vitamin A, RAE",73.0,UG,fritter
"Carotene, beta",12.0,UG,fritter
"Carotene, alpha",0.0,UG,fritter
Vitamin E (alpha-tocopherol),3.4,MG,fritter
Vitamin D (D2 + D3),0.7,UG,fritter
"Cryptoxanthin, beta",5.0,UG,fritter
Lycopene,0.0,UG,fritter
Lutein + zeaxanthin,72.0,UG,fritter
"Vitamin C, total ascorbic acid",1.0,MG,fritter
Thiamin,0.263,MG,fritter
Riboflavin,0.234,MG,fritter
Niacin,1.96,MG,fritter
Vitamin B-6,0.054,MG,fritter
"Folate, total",42.0,UG,fritter
Vitamin B-12,0.22,UG,fritter
"Choline, total",43.3,MG,fritter
Vitamin K (phylloquinone),22.5,UG,fritter
Folic acid,30.0,UG,fritter
"Folate, food",12.0,UG,fritter
"Folate, DFE",63.0,UG,fritter
"Vitamin E, added",0.0,MG,fritter
"Vitamin B-12, added",0.0,UG,fritter
Cholesterol,63.0,MG,fritter
"Fatty acids, total saturated",5.35,G,fritter
SFA 4:0,0.093,G,fritter
SFA 6:0,0.067,G,fritter
SFA 8:0,0.04,G,fritter
SFA 10:0,0.093,G,fritter
SFA 12:0,0.107,G,fritter
SFA 14:0,0.358,G,fritter
SFA 16:0,3.32,G,fritter
SFA 18:0,1.04,G,fritter
MUFA 18:1,9.0,G,fritter
PUFA 18:2,7.51,G,fritter
PUFA 18:3,0.961,G,fritter
PUFA 20:4,0.006,G,fritter
PUFA 22:6 n-3 (DHA),0.0,G,fritter
MUFA 16:1,0.148,G,fritter
PUFA 18:4,0.001,G,fritter
MUFA 20:1,0.143,G,fritter
PUFA 20:5 n-3 (EPA),0.001,G,fritter
MUFA 22:1,0.0,G,fritter
PUFA 22:5 n-3 (DPA),0.002,G,fritter
"Fatty acids, total monounsaturated",9.32,G,fritter
"Fatty acids, total polyunsaturated",8.52,G,fritter
Protein,0.86,G,frozen dessert
Total lipid (fat),9.07,G,frozen dessert
"Carbohydrate, by difference",18.3,G,frozen dessert
Energy,157,KCAL,frozen dessert
"Alcohol, ethyl",0.0,G,frozen dessert
Water,71.4,G,frozen dessert
Caffeine,0.0,MG,frozen dessert
Theobromine,0.0,MG,frozen dessert
"Sugars, total including NLEA",17.9,G,frozen dessert
"Fiber, total dietary",0.0,G,frozen dessert
"Calcium, Ca",119,MG,frozen dessert
"Iron, Fe",0.27,MG,frozen dessert
"Magnesium, Mg",7.0,MG,frozen dessert
"Phosphorus, P",24.0,MG,frozen dessert
"Potassium, K",44.0,MG,frozen dessert
"Sodium, Na",41.0,MG,frozen dessert
"Zinc, Zn",0.14,MG,frozen dessert
"Copper, Cu",0.049,MG,frozen dessert
"Selenium, Se",0.6,UG,frozen dessert
Retinol,35.0,UG,frozen dessert
"Vitamin A, RAE",35.0,UG,frozen dessert
"Carotene, beta",0.0,UG,frozen dessert
"Carotene, alpha",0.0,UG,frozen dessert
Vitamin E (alpha-tocopherol),1.62,MG,frozen dessert
Vitamin D (D2 + D3),0.7,UG,frozen dessert
"Cryptoxanthin, beta",0.0,UG,frozen dessert
Lycopene,0.0,UG,frozen dessert
Lutein + zeaxanthin,0.0,UG,frozen dessert
"Vitamin C, total ascorbic acid",0.0,MG,frozen dessert
Thiamin,0.007,MG,frozen dessert
Riboflavin,0.061,MG,frozen dessert
Niacin,0.132,MG,frozen dessert
Vitamin B-6,0.007,MG,frozen dessert
"Folate, total",2.0,UG,frozen dessert
Vitamin B-12,0.38,UG,frozen dessert
"Choline, total",6.9,MG,frozen dessert
Vitamin K (phylloquinone),0.7,UG,frozen dessert
Folic acid,0.0,UG,frozen dessert
"Folate, food",2.0,UG,frozen dessert
"Folate, DFE",2.0,UG,frozen dessert
"Vitamin E, added",1.58,MG,frozen dessert
"Vitamin B-12, added",0.38,UG,frozen dessert
Cholesterol,0.0,MG,frozen dessert
"Fatty acids, total saturated",7.11,G,frozen dessert
SFA 4:0,0.007,G,frozen dessert
SFA 6:0,0.061,G,frozen dessert
SFA 8:0,0.639,G,frozen dessert
SFA 10:0,0.454,G,frozen dessert
SFA 12:0,3.61,G,frozen dessert
SFA 14:0,1.35,G,frozen dessert
SFA 16:0,0.735,G,frozen dessert
SFA 18:0,0.254,G,frozen dessert
MUFA 18:1,0.869,G,frozen dessert
PUFA 18:2,0.38,G,frozen dessert
PUFA 18:3,0.017,G,frozen dessert
PUFA 20:4,0.0,G,frozen dessert
PUFA 22:6 n-3 (DHA),0.0,G,frozen dessert
MUFA 16:1,0.003,G,frozen dessert
PUFA 18:4,0.0,G,frozen dessert
MUFA 20:1,0.003,G,frozen dessert
PUFA 20:5 n-3 (EPA),0.0,G,frozen dessert
MUFA 22:1,0.0,G,frozen dessert
PUFA 22:5 n-3 (DPA),0.0,G,frozen dessert
"Fatty acids, total monounsaturated",0.889,G,frozen dessert
"Fatty acids, total polyunsaturated",0.444,G,frozen dessert
Protein,0.39,G,fruit
Ash,0.39,G,fruit
"Fiber, total dietary",1.5,G,fruit
"Iron, Fe",0.31,MG,fruit
Water,56.4,G,fruit
"Calcium, Ca",14.0,MG,fruit
"Alcohol, ethyl",0.0,G,fruit
"Sodium, Na",15.0,MG,fruit
Retinol,0.0,UG,fruit
"Carotene, alpha",0.0,UG,fruit
Cholesterol,0.0,MG,fruit
Vitamin B-12,0.0,UG,fruit
Caffeine,0.0,MG,fruit
Theobromine,0.0,MG,fruit
Folic acid,0.0,UG,fruit
"Vitamin D (D2 + D3), International Units",0.0,IU,fruit
"Zinc, Zn",0.06,MG,fruit
"Copper, Cu",0.08,MG,fruit
Vitamin D (D2 + D3),0.0,UG,fruit
Total lipid (fat),0.3,G,fruit
"Carbohydrate, by difference",42.5,G,fruit
Energy,724,kJ,fruit
"Potassium, K",91.0,MG,fruit
"Sugars, Total",35.3,G,fruit
"Selenium, Se",0.4,UG,fruit
Vitamin E (alpha-tocopherol),0.05,MG,fruit
Lutein + zeaxanthin,17.0,UG,fruit
"Tocopherol, beta",0.0,MG,fruit
"Tocopherol, gamma",0.01,MG,fruit
Niacin,0.076,MG,fruit
Pantothenic acid,0.049,MG,fruit
Vitamin B-6,0.037,MG,fruit
"Choline, total",2.1,MG,fruit
"Folate, DFE",1.0,UG,fruit
"Vitamin E, added",0.0,MG,fruit
SFA 4:0,0.0,G,fruit
SFA 6:0,0.0,G,fruit
SFA 10:0,0.0,G,fruit
SFA 16:0,0.041,G,fruit
SFA 18:0,0.008,G,fruit
MUFA 18:1,0.016,G,fruit
PUFA 18:2,0.066,G,fruit
PUFA 18:3,0.017,G,fruit
PUFA 20:4,0.0,G,fruit
PUFA 18:4,0.0,G,fruit
MUFA 20:1,0.0,G,fruit
MUFA 22:1,0.0,G,fruit
"Fatty acids, total monounsaturated",0.016,G,fruit
"Fatty acids, total polyunsaturated",0.084,G,fruit
"Magnesium, Mg",4.0,MG,fruit
"Phosphorus, P",8.0,MG,fruit
Vitamin K (phylloquinone),0.9,UG,fruit
"Folate, food",1.0,UG,fruit
"Vitamin B-12, added",0.0,UG,fruit
"Cryptoxanthin, beta",9.0,UG,fruit
Lycopene,0.0,UG,fruit
"Vitamin C, total ascorbic acid",0.6,MG,fruit
Thiamin,0.009,MG,fruit
Riboflavin,0.019,MG,fruit
"Folate, total",1.0,UG,fruit
"Manganese, Mn",0.315,MG,fruit
"Vitamin A, IU",22.0,IU,fruit
"Vitamin A, RAE",1.0,UG,fruit
"Carotene, beta",9.0,UG,fruit
"Fatty acids, total saturated",0.053,G,fruit
SFA 8:0,0.0,G,fruit
SFA 12:0,0.001,G,fruit
SFA 14:0,0.002,G,fruit
PUFA 22:6 n-3 (DHA),0.0,G,fruit
MUFA 16:1,0.001,G,fruit
PUFA 20:5 n-3 (EPA),0.0,G,fruit
PUFA 22:5 n-3 (DPA),0.0,G,fruit
Protein,0.09,G,fruit juice
Total lipid (fat),0.25,G,fruit juice
"Carbohydrate, by difference",11.3,G,fruit juice
Energy,48.0,KCAL,fruit juice
"Alcohol, ethyl",0.0,G,fruit juice
Water,88.2,G,fruit juice
Caffeine,0.0,MG,fruit juice
Theobromine,0.0,MG,fruit juice
"Sugars, total including NLEA",10.1,G,fruit juice
"Fiber, total dietary",0.2,G,fruit juice
"Calcium, Ca",7.0,MG,fruit juice
"Iron, Fe",0.06,MG,fruit juice
"Magnesium, Mg",5.0,MG,fruit juice
"Phosphorus, P",6.0,MG,fruit juice
"Potassium, K",97.0,MG,fruit juice
"Sodium, Na",5.0,MG,fruit juice
"Zinc, Zn",0.0,MG,fruit juice
"Copper, Cu",0.005,MG,fruit juice
"Selenium, Se",0.1,UG,fruit juice
Retinol,0.0,UG,fruit juice
"Vitamin A, RAE",0.0,UG,fruit juice
"Carotene, beta",0.0,UG,fruit juice
"Carotene, alpha",0.0,UG,fruit juice
Vitamin E (alpha-tocopherol),0.01,MG,fruit juice
Vitamin D (D2 + D3),0.0,UG,fruit juice
"Cryptoxanthin, beta",0.0,UG,fruit juice
Lycopene,0.0,UG,fruit juice
Lutein + zeaxanthin,16.0,UG,fruit juice
"Vitamin C, total ascorbic acid",38.6,MG,fruit juice
Thiamin,0.005,MG,fruit juice
Riboflavin,0.017,MG,fruit juice
Niacin,0.026,MG,fruit juice
Vitamin B-6,0.015,MG,fruit juice
"Folate, total",2.0,UG,fruit juice
Vitamin B-12,0.0,UG,fruit juice
"Choline, total",1.8,MG,fruit juice
Vitamin K (phylloquinone),0.0,UG,fruit juice
Folic acid,0.0,UG,fruit juice
"Folate, food",2.0,UG,fruit juice
"Folate, DFE",2.0,UG,fruit juice
"Vitamin E, added",0.0,MG,fruit juice
"Vitamin B-12, added",0.0,UG,fruit juice
Cholesterol,0.0,MG,fruit juice
"Fatty acids, total saturated",0.022,G,fruit juice
SFA 4:0,0.0,G,fruit juice
SFA 6:0,0.0,G,fruit juice
SFA 8:0,0.0,G,fruit juice
SFA 10:0,0.0,G,fruit juice
SFA 12:0,0.0,G,fruit juice
SFA 14:0,0.001,G,fruit juice
SFA 16:0,0.018,G,fruit juice
SFA 18:0,0.002,G,fruit juice
MUFA 18:1,0.005,G,fruit juice
PUFA 18:2,0.033,G,fruit juice
PUFA 18:3,0.007,G,fruit juice
PUFA 20:4,0.0,G,fruit juice
PUFA 22:6 n-3 (DHA),0.0,G,fruit juice
MUFA 16:1,0.0,G,fruit juice
PUFA 18:4,0.0,G,fruit juice
MUFA 20:1,0.0,G,fruit juice
PUFA 20:5 n-3 (EPA),0.0,G,fruit juice
MUFA 22:1,0.0,G,fruit juice
PUFA 22:5 n-3 (DPA),0.0,G,fruit juice
"Fatty acids, total monounsaturated",0.006,G,fruit juice
"Fatty acids, total polyunsaturated",0.039,G,fruit juice
Protein,1.43,G,garlic
Total lipid (fat),74.0,G,garlic
"Carbohydrate, by difference",2.87,G,garlic
Energy,683,KCAL,garlic
"Alcohol, ethyl",0.0,G,garlic
Water,20.5,G,garlic
Caffeine,0.0,MG,garlic
Theobromine,0.0,MG,garlic
"Sugars, total including NLEA",0.62,G,garlic
"Fiber, total dietary",0.3,G,garlic
"Calcium, Ca",37.0,MG,garlic
"Iron, Fe",0.22,MG,garlic
"Magnesium, Mg",4.0,MG,garlic
"Phosphorus, P",35.0,MG,garlic
"Potassium, K",61.0,MG,garlic
"Sodium, Na",473,MG,garlic
"Zinc, Zn",0.18,MG,garlic
"Copper, Cu",0.035,MG,garlic
"Selenium, Se",1.0,UG,garlic
Retinol,670,UG,garlic
"Vitamin A, RAE",682,UG,garlic
"Carotene, beta",152,UG,garlic
"Carotene, alpha",2.0,UG,garlic
Vitamin E (alpha-tocopherol),0.01,MG,garlic
Vitamin D (D2 + D3),0.4,UG,garlic
"Cryptoxanthin, beta",7.0,UG,garlic
Lycopene,0.0,UG,garlic
Lutein + zeaxanthin,2.0,UG,garlic
"Vitamin C, total ascorbic acid",1.0,MG,garlic
Thiamin,0.024,MG,garlic
Riboflavin,0.011,MG,garlic
Niacin,0.07,MG,garlic
Vitamin B-6,0.124,MG,garlic
"Folate, total",5.0,UG,garlic
Vitamin B-12,0.0,UG,garlic
"Choline, total",19.2,MG,garlic
Vitamin K (phylloquinone),6.5,UG,garlic
Folic acid,0.0,UG,garlic
"Folate, food",5.0,UG,garlic
"Folate, DFE",5.0,UG,garlic
"Vitamin E, added",0.0,MG,garlic
"Vitamin B-12, added",0.0,UG,garlic
Cholesterol,212,MG,garlic
"Fatty acids, total saturated",41.0,G,garlic
SFA 4:0,1.84,G,garlic
SFA 6:0,1.3,G,garlic
SFA 8:0,0.756,G,garlic
SFA 10:0,1.73,G,garlic
SFA 12:0,1.98,G,garlic
SFA 14:0,6.44,G,garlic
SFA 16:0,19.1,G,garlic
SFA 18:0,6.68,G,garlic
MUFA 18:1,13.5,G,garlic
PUFA 18:2,2.05,G,garlic
PUFA 18:3,0.3,G,garlic
PUFA 20:4,0.094,G,garlic
PUFA 22:6 n-3 (DHA),0.002,G,garlic
MUFA 16:1,0.899,G,garlic
PUFA 18:4,0.014,G,garlic
MUFA 20:1,0.105,G,garlic
PUFA 20:5 n-3 (EPA),0.022,G,garlic
MUFA 22:1,0.004,G,garlic
PUFA 22:5 n-3 (DPA),0.035,G,garlic
"Fatty acids, total monounsaturated",15.2,G,garlic
"Fatty acids, total polyunsaturated",2.29,G,garlic
Protein,0.0,G,gin
Total lipid (fat),0.0,G,gin
"Carbohydrate, by difference",0.0,G,gin
Energy,231,KCAL,gin
"Alcohol, ethyl",33.4,G,gin
Water,66.6,G,gin
Caffeine,0.0,MG,gin
Theobromine,0.0,MG,gin
"Sugars, total including NLEA",0.0,G,gin
"Fiber, total dietary",0.0,G,gin
"Calcium, Ca",0.0,MG,gin
"Iron, Fe",0.04,MG,gin
"Magnesium, Mg",0.0,MG,gin
"Phosphorus, P",4.0,MG,gin
"Potassium, K",2.0,MG,gin
"Sodium, Na",1.0,MG,gin
"Zinc, Zn",0.04,MG,gin
"Copper, Cu",0.021,MG,gin
"Selenium, Se",0.0,UG,gin
Retinol,0.0,UG,gin
"Vitamin A, RAE",0.0,UG,gin
"Carotene, beta",0.0,UG,gin
"Carotene, alpha",0.0,UG,gin
Vitamin E (alpha-tocopherol),0.0,MG,gin
Vitamin D (D2 + D3),0.0,UG,gin
"Cryptoxanthin, beta",0.0,UG,gin
Lycopene,0.0,UG,gin
Lutein + zeaxanthin,0.0,UG,gin
"Vitamin C, total ascorbic acid",0.0,MG,gin
Thiamin,0.006,MG,gin
Riboflavin,0.004,MG,gin
Niacin,0.013,MG,gin
Vitamin B-6,0.001,MG,gin
"Folate, total",0.0,UG,gin
Vitamin B-12,0.0,UG,gin
"Choline, total",0.0,MG,gin
Vitamin K (phylloquinone),0.0,UG,gin
Folic acid,0.0,UG,gin
"Folate, food",0.0,UG,gin
"Folate, DFE",0.0,UG,gin
"Vitamin E, added",0.0,MG,gin
"Vitamin B-12, added",0.0,UG,gin
Cholesterol,0.0,MG,gin
"Fatty acids, total saturated",0.0,G,gin
SFA 4:0,0.0,G,gin
SFA 6:0,0.0,G,gin
SFA 8:0,0.0,G,gin
SFA 10:0,0.0,G,gin
SFA 12:0,0.0,G,gin
SFA 14:0,0.0,G,gin
SFA 16:0,0.0,G,gin
SFA 18:0,0.0,G,gin
MUFA 18:1,0.0,G,gin
PUFA 18:2,0.0,G,gin
PUFA 18:3,0.0,G,gin
PUFA 20:4,0.0,G,gin
PUFA 22:6 n-3 (DHA),0.0,G,gin
MUFA 16:1,0.0,G,gin
PUFA 18:4,0.0,G,gin
MUFA 20:1,0.0,G,gin
PUFA 20:5 n-3 (EPA),0.0,G,gin
MUFA 22:1,0.0,G,gin
PUFA 22:5 n-3 (DPA),0.0,G,gin
"Fatty acids, total monounsaturated",0.0,G,gin
"Fatty acids, total polyunsaturated",0.0,G,gin
Protein,0.02,G,ginger
Total lipid (fat),0.01,G,ginger
"Carbohydrate, by difference",0.18,G,ginger
Energy,1.0,KCAL,ginger
"Alcohol, ethyl",0.0,G,ginger
Water,99.7,G,ginger
Caffeine,0.0,MG,ginger
Theobromine,0.0,MG,ginger
"Sugars, total including NLEA",0.02,G,ginger
"Fiber, total dietary",0.0,G,ginger
"Calcium, Ca",3.0,MG,ginger
"Iron, Fe",0.01,MG,ginger
"Magnesium, Mg",1.0,MG,ginger
"Phosphorus, P",0.0,MG,ginger
"Potassium, K",4.0,MG,ginger
"Sodium, Na",4.0,MG,ginger
"Zinc, Zn",0.01,MG,ginger
"Copper, Cu",0.012,MG,ginger
"Selenium, Se",0.0,UG,ginger
Retinol,0.0,UG,ginger
